image_id,width,height,bbox,source
Gao_ship_hh_0201611139301050017,256,256,"[120.0, 223.0, 25.0, 32.0]",ssdd
Gao_ship_hh_0201611139301050018,256,256,"[0.0, 222.0, 17.0, 31.0]",ssdd
Gao_ship_hh_0201611139301050036,256,256,"[236.0, 175.0, 12.0, 65.0]",ssdd
Gao_ship_hh_0201611139301050037,256,256,"[108.0, 176.0, 10.0, 66.0]",ssdd
Gao_ship_hh_0201611139301051010,256,256,"[42.0, 149.0, 74.0, 88.0]",ssdd
Gao_ship_hh_0201611139301051017,256,256,"[119.0, 95.0, 27.0, 42.0]",ssdd
Gao_ship_hh_0201611139301051036,256,256,"[236.0, 49.0, 11.0, 64.0]",ssdd
Gao_ship_hh_0201611139301051037,256,256,"[108.0, 48.0, 11.0, 65.0]",ssdd
Gao_ship_hh_020161113930105109,256,256,"[170.0, 149.0, 71.0, 90.0]",ssdd
Gao_ship_hh_0201611139301052010,256,256,"[41.0, 21.0, 73.0, 88.0]",ssdd
Gao_ship_hh_0201611139301052052,256,256,"[163.0, 127.0, 34.0, 34.0]",ssdd
Gao_ship_hh_0201611139301052053,256,256,"[35.0, 127.0, 33.0, 35.0]",ssdd
Gao_ship_hh_020161113930105209,256,256,"[169.0, 21.0, 71.0, 89.0]",ssdd
Gao_ship_hh_0201611139301053012,256,256,"[217.0, 130.0, 38.0, 62.0]",ssdd
Gao_ship_hh_0201611139301053013,256,256,"[91.0, 127.0, 47.0, 65.0]",ssdd
Gao_ship_hh_0201611139301053052,256,256,"[165.0, 0.0, 30.0, 33.0]",ssdd
Gao_ship_hh_0201611139301053053,256,256,"[37.0, 0.0, 30.0, 34.0]",ssdd
Gao_ship_hh_0201611139301054013,256,256,"[89.0, 1.0, 52.0, 66.0]",ssdd
Gao_ship_hh_0201611139301054048,256,256,"[201.0, 196.0, 32.0, 37.0]",ssdd
Gao_ship_hh_0201611139301054049,256,256,"[73.0, 197.0, 30.0, 36.0]",ssdd
Gao_ship_hh_0201611139301055048,256,256,"[200.0, 69.0, 33.0, 36.0]",ssdd
Gao_ship_hh_0201611139301055049,256,256,"[72.0, 69.0, 32.0, 37.0]",ssdd
Gao_ship_hh_020161113930105507,256,256,"[125.0, 127.0, 44.0, 24.0]",ssdd
Gao_ship_hh_020161113930105508,256,256,"[0.0, 126.0, 40.0, 25.0]",ssdd
Gao_ship_hh_0201611139301056010,256,256,"[67.0, 180.0, 19.0, 40.0]",ssdd
Gao_ship_hh_0201611139301056014,256,256,"[212.0, 173.0, 43.0, 65.0]",ssdd
Gao_ship_hh_0201611139301056015,256,256,"[84.0, 157.0, 67.0, 80.0]",ssdd
Gao_ship_hh_020161113930105607,256,256,"[122.0, 0.0, 48.0, 21.0]",ssdd
Gao_ship_hh_020161113930105608,256,256,"[0.0, 0.0, 41.0, 22.0]",ssdd
Gao_ship_hh_020161113930105609,256,256,"[193.0, 178.0, 20.0, 44.0]",ssdd
Gao_ship_hh_020161113930106020,256,256,"[185.0, 224.0, 31.0, 31.0]",ssdd
Gao_ship_hh_020161113930106021,256,256,"[55.0, 226.0, 34.0, 29.0]",ssdd
Gao_ship_hh_02016111393010607,256,256,"[148.0, 129.0, 49.0, 18.0]",ssdd
Gao_ship_hh_02016111393010608,256,256,"[18.0, 128.0, 52.0, 19.0]",ssdd
Gao_ship_hh_020161113930107020,256,256,"[185.0, 96.0, 33.0, 36.0]",ssdd
Gao_ship_hh_020161113930107021,256,256,"[56.0, 96.0, 33.0, 36.0]",ssdd
Gao_ship_hh_02016111393010707,256,256,"[147.0, 0.0, 49.0, 18.0]",ssdd
Gao_ship_hh_02016111393010708,256,256,"[19.0, 3.0, 54.0, 13.0]",ssdd
Gao_ship_hh_0201611139302010028,256,256,"[185.0, 123.0, 42.0, 47.0]",ssdd
Gao_ship_hh_0201611139302010029,256,256,"[56.0, 123.0, 42.0, 48.0]",ssdd
Gao_ship_hh_0201611139302010036,256,256,"[151.0, 97.0, 30.0, 35.0]",ssdd
Gao_ship_hh_0201611139302010037,256,256,"[22.0, 97.0, 32.0, 35.0]",ssdd
Gao_ship_hh_0201611139302010045,256,256,"[151.0, 55.0, 51.0, 18.0]",ssdd
Gao_ship_hh_0201611139302010046,256,256,"[23.0, 56.0, 47.0, 15.0]",ssdd
Gao_ship_hh_020161113930201006,256,256,"[197.0, 45.0, 27.0, 20.0]",ssdd
Gao_ship_hh_020161113930201007,256,256,"[68.0, 46.0, 27.0, 18.0]",ssdd
Gao_ship_hh_02016111393020101,256,256,"[0.0, 170.0, 42.0, 69.0]",ssdd
Gao_ship_hh_020161113930201090,256,256,"[44.0, 197.0, 44.0, 53.0]",ssdd
Gao_ship_hh_0201611139302011028,256,256,"[185.0, 0.0, 44.0, 42.0]",ssdd
Gao_ship_hh_0201611139302011029,256,256,"[55.0, 0.0, 44.0, 42.0]",ssdd
Gao_ship_hh_020161113930201105,256,256,"[137.0, 166.0, 27.0, 59.0]",ssdd
Gao_ship_hh_020161113930201106,256,256,"[10.0, 166.0, 26.0, 59.0]",ssdd
Gao_ship_hh_0201611139302012034,256,256,"[106.0, 192.0, 48.0, 47.0]",ssdd
Gao_ship_hh_0201611139302012035,256,256,"[0.0, 190.0, 23.0, 36.0]",ssdd
Gao_ship_hh_0201611139302012048,256,256,"[217.0, 170.0, 24.0, 15.0]",ssdd
Gao_ship_hh_0201611139302012049,256,256,"[88.0, 169.0, 26.0, 16.0]",ssdd
Gao_ship_hh_0201611139302013017,256,256,"[124.0, 166.0, 32.0, 49.0]",ssdd
Gao_ship_hh_0201611139302013018,256,256,"[0.0, 164.0, 25.0, 54.0]",ssdd
Gao_ship_hh_0201611139302013034,256,256,"[106.0, 64.0, 49.0, 48.0]",ssdd
Gao_ship_hh_0201611139302013035,256,256,"[0.0, 64.0, 25.0, 34.0]",ssdd
Gao_ship_hh_0201611139302013048,256,256,"[217.0, 40.0, 25.0, 17.0]",ssdd
Gao_ship_hh_0201611139302013049,256,256,"[89.0, 42.0, 24.0, 15.0]",ssdd
Gao_ship_hh_0201611139302014017,256,256,"[123.0, 37.0, 33.0, 50.0]",ssdd
Gao_ship_hh_0201611139302014018,256,256,"[0.0, 38.0, 29.0, 49.0]",ssdd
Gao_ship_hh_0201611139302014031,256,256,"[111.0, 153.0, 27.0, 33.0]",ssdd
Gao_ship_hh_0201611139302014053,256,256,"[75.0, 181.0, 33.0, 36.0]",ssdd
Gao_ship_hh_0201611139302015031,256,256,"[109.0, 24.0, 30.0, 35.0]",ssdd
Gao_ship_hh_0201611139302015041,256,256,"[215.0, 173.0, 31.0, 16.0]",ssdd
Gao_ship_hh_0201611139302015042,256,256,"[86.0, 173.0, 31.0, 16.0]",ssdd
Gao_ship_hh_0201611139302016041,256,256,"[214.0, 44.0, 31.0, 17.0]",ssdd
Gao_ship_hh_0201611139302016042,256,256,"[87.0, 44.0, 31.0, 18.0]",ssdd
Gao_ship_hh_0201611139302017029,256,256,"[142.0, 187.0, 22.0, 25.0]",ssdd
Gao_ship_hh_0201611139302017030,256,256,"[15.0, 188.0, 22.0, 25.0]",ssdd
Gao_ship_hh_0201611139302017046,256,256,"[111.0, 194.0, 32.0, 15.0]",ssdd
Gao_ship_hh_0201611139302018029,256,256,"[143.0, 59.0, 22.0, 26.0]",ssdd
Gao_ship_hh_0201611139302018030,256,256,"[15.0, 58.0, 23.0, 27.0]",ssdd
Gao_ship_hh_0201611139302018046,256,256,"[111.0, 66.0, 31.0, 16.0]",ssdd
Gao_ship_hh_0201611139302019031,256,256,"[225.0, 177.0, 30.0, 32.0]",ssdd
Gao_ship_hh_0201611139302019032,256,256,"[98.0, 172.0, 39.0, 36.0]",ssdd
Gao_ship_hh_0201611139302020031,256,256,"[226.0, 50.0, 29.0, 32.0]",ssdd
Gao_ship_hh_0201611139302020032,256,256,"[97.0, 44.0, 40.0, 36.0]",ssdd
Gao_ship_hh_0201611139302020051,256,256,"[216.0, 149.0, 31.0, 25.0]",ssdd
Gao_ship_hh_0201611139302020052,256,256,"[89.0, 150.0, 29.0, 24.0]",ssdd
Gao_ship_hh_02016111393020201,256,256,"[0.0, 44.0, 42.0, 69.0]",ssdd
Gao_ship_hh_020161113930202038,256,256,"[112.0, 184.0, 40.0, 32.0]",ssdd
Gao_ship_hh_020161113930202058,256,256,"[133.0, 178.0, 33.0, 74.0]",ssdd
Gao_ship_hh_020161113930202059,256,256,"[4.0, 178.0, 34.0, 74.0]",ssdd
Gao_ship_hh_020161113930202082,256,256,"[31.0, 167.0, 26.0, 55.0]",ssdd
Gao_ship_hh_020161113930202089,256,256,"[171.0, 73.0, 45.0, 49.0]",ssdd
Gao_ship_hh_020161113930202090,256,256,"[44.0, 72.0, 44.0, 49.0]",ssdd
Gao_ship_hh_0201611139302021019,256,256,"[133.0, 127.0, 12.0, 19.0]",ssdd
Gao_ship_hh_0201611139302021020,256,256,"[4.0, 126.0, 13.0, 21.0]",ssdd
Gao_ship_hh_0201611139302021042,256,256,"[162.0, 127.0, 26.0, 20.0]",ssdd
Gao_ship_hh_0201611139302021043,256,256,"[35.0, 128.0, 25.0, 20.0]",ssdd
Gao_ship_hh_0201611139302021051,256,256,"[217.0, 23.0, 29.0, 24.0]",ssdd
Gao_ship_hh_0201611139302021052,256,256,"[88.0, 22.0, 30.0, 25.0]",ssdd
Gao_ship_hh_0201611139302022042,256,256,"[162.0, 0.0, 23.0, 19.0]",ssdd
Gao_ship_hh_0201611139302022043,256,256,"[34.0, 0.0, 24.0, 19.0]",ssdd
Gao_ship_hh_0201611139302023046,256,256,"[207.0, 120.0, 21.0, 27.0]",ssdd
Gao_ship_hh_0201611139302023047,256,256,"[78.0, 121.0, 24.0, 25.0]",ssdd
Gao_ship_hh_0201611139302027021,256,256,"[145.0, 0.0, 12.0, 31.0]",ssdd
Gao_ship_hh_0201611139302027022,256,256,"[17.0, 0.0, 12.0, 30.0]",ssdd
Gao_ship_hh_020161113930202902,256,256,"[62.0, 234.0, 12.0, 13.0]",ssdd
Gao_ship_hh_020161113930203002,256,256,"[62.0, 105.0, 11.0, 14.0]",ssdd
Gao_ship_hh_0201611139302030020,256,256,"[188.0, 119.0, 25.0, 30.0]",ssdd
Gao_ship_hh_0201611139302030021,256,256,"[60.0, 119.0, 25.0, 30.0]",ssdd
Gao_ship_hh_0201611139302030038,256,256,"[178.0, 135.0, 14.0, 43.0]",ssdd
Gao_ship_hh_0201611139302030039,256,256,"[50.0, 135.0, 15.0, 44.0]",ssdd
Gao_ship_hh_020161113930203038,256,256,"[112.0, 57.0, 39.0, 34.0]",ssdd
Gao_ship_hh_020161113930203058,256,256,"[133.0, 49.0, 33.0, 76.0]",ssdd
Gao_ship_hh_020161113930203059,256,256,"[6.0, 50.0, 34.0, 72.0]",ssdd
Gao_ship_hh_020161113930205065,256,256,"[149.0, 117.0, 21.0, 20.0]",ssdd
Gao_ship_hh_020161113930205066,256,256,"[21.0, 117.0, 20.0, 20.0]",ssdd
Gao_ship_hh_020161113930206017,256,256,"[50.0, 63.0, 46.0, 82.0]",ssdd
Gao_ship_hh_020161113930206017,256,256,"[196.0, 39.0, 44.0, 54.0]",ssdd
Gao_ship_hh_020161113930206018,256,256,"[69.0, 40.0, 42.0, 52.0]",ssdd
Gao_ship_hh_020161113930206046,256,256,"[159.0, 167.0, 38.0, 28.0]",ssdd
Gao_ship_hh_020161113930206047,256,256,"[31.0, 167.0, 39.0, 27.0]",ssdd
Gao_ship_hh_020161113930207046,256,256,"[158.0, 38.0, 39.0, 29.0]",ssdd
Gao_ship_hh_020161113930207047,256,256,"[31.0, 39.0, 39.0, 30.0]",ssdd
Gao_ship_hh_020161113930207073,256,256,"[13.0, 215.0, 32.0, 23.0]",ssdd
Gao_ship_hh_020161113930208040,256,256,"[130.0, 198.0, 32.0, 34.0]",ssdd
Gao_ship_hh_020161113930208041,256,256,"[2.0, 198.0, 32.0, 34.0]",ssdd
Gao_ship_hh_020161113930208073,256,256,"[15.0, 87.0, 31.0, 23.0]",ssdd
Gao_ship_hh_020161113930208075,256,256,"[120.0, 89.0, 14.0, 27.0]",ssdd
Gao_ship_hh_020161113930209036,256,256,"[150.0, 227.0, 30.0, 28.0]",ssdd
Gao_ship_hh_020161113930209037,256,256,"[21.0, 228.0, 32.0, 27.0]",ssdd
Gao_ship_hh_020161113930209040,256,256,"[129.0, 70.0, 34.0, 33.0]",ssdd
Gao_ship_hh_020161113930209041,256,256,"[2.0, 71.0, 32.0, 33.0]",ssdd
Gao_ship_hh_020161113930209045,256,256,"[151.0, 185.0, 49.0, 14.0]",ssdd
Gao_ship_hh_020161113930209046,256,256,"[22.0, 185.0, 48.0, 14.0]",ssdd
Gao_ship_hh_02016111393020906,256,256,"[197.0, 173.0, 27.0, 20.0]",ssdd
Gao_ship_hh_02016111393020907,256,256,"[69.0, 174.0, 27.0, 19.0]",ssdd
Gao_ship_hh_020161113930209087,256,256,"[125.0, 126.0, 27.0, 73.0]",ssdd
Gao_ship_hh_02016111393030401,256,256,"[163.0, 196.0, 58.0, 21.0]",ssdd
Gao_ship_hh_02016111393030402,256,256,"[37.0, 196.0, 59.0, 18.0]",ssdd
Gao_ship_hh_02016111393030501,256,256,"[156.0, 64.0, 69.0, 23.0]",ssdd
Gao_ship_hh_02016111393030502,256,256,"[31.0, 68.0, 66.0, 20.0]",ssdd
Gao_ship_hh_0201611139304010030,256,256,"[205.0, 151.0, 25.0, 39.0]",ssdd
Gao_ship_hh_0201611139304010031,256,256,"[76.0, 152.0, 23.0, 38.0]",ssdd
Gao_ship_hh_020161113930401021,256,256,"[201.0, 5.0, 20.0, 13.0]",ssdd
Gao_ship_hh_020161113930401021,256,256,"[240.0, 47.0, 10.0, 54.0]",ssdd
Gao_ship_hh_020161113930401022,256,256,"[141.0, 72.0, 22.0, 18.0]",ssdd
Gao_ship_hh_020161113930401022,256,256,"[112.0, 45.0, 9.0, 54.0]",ssdd
Gao_ship_hh_020161113930401022,256,256,"[73.0, 4.0, 20.0, 13.0]",ssdd
Gao_ship_hh_020161113930401022,256,256,"[126.0, 228.0, 20.0, 12.0]",ssdd
Gao_ship_hh_020161113930401024,256,256,"[223.0, 187.0, 31.0, 19.0]",ssdd
Gao_ship_hh_020161113930401026,256,256,"[111.0, 193.0, 22.0, 16.0]",ssdd
Gao_ship_hh_02016111393040107,256,256,"[155.0, 199.0, 19.0, 36.0]",ssdd
Gao_ship_hh_02016111393040108,256,256,"[27.0, 198.0, 19.0, 38.0]",ssdd
Gao_ship_hh_0201611139304011020,256,256,"[187.0, 124.0, 9.0, 19.0]",ssdd
Gao_ship_hh_0201611139304011027,256,256,"[114.0, 201.0, 18.0, 23.0]",ssdd
Gao_ship_hh_0201611139304011027,256,256,"[45.0, 223.0, 13.0, 22.0]",ssdd
Gao_ship_hh_0201611139304011030,256,256,"[205.0, 24.0, 23.0, 37.0]",ssdd
Gao_ship_hh_0201611139304011031,256,256,"[76.0, 25.0, 25.0, 36.0]",ssdd
Gao_ship_hh_020161113930401104,256,256,"[221.0, 133.0, 33.0, 34.0]",ssdd
Gao_ship_hh_020161113930401105,256,256,"[93.0, 132.0, 33.0, 36.0]",ssdd
Gao_ship_hh_0201611139304012020,256,256,"[124.0, 140.0, 23.0, 43.0]",ssdd
Gao_ship_hh_0201611139304012021,256,256,"[0.0, 142.0, 22.0, 38.0]",ssdd
Gao_ship_hh_0201611139304012026,256,256,"[174.0, 96.0, 12.0, 22.0]",ssdd
Gao_ship_hh_0201611139304012026,256,256,"[245.0, 67.0, 10.0, 30.0]",ssdd
Gao_ship_hh_0201611139304012027,256,256,"[45.0, 95.0, 14.0, 23.0]",ssdd
Gao_ship_hh_0201611139304012027,256,256,"[115.0, 71.0, 16.0, 24.0]",ssdd
Gao_ship_hh_020161113930401204,256,256,"[223.0, 7.0, 30.0, 33.0]",ssdd
Gao_ship_hh_020161113930401205,256,256,"[94.0, 5.0, 31.0, 36.0]",ssdd
Gao_ship_hh_0201611139304013020,256,256,"[63.0, 149.0, 23.0, 36.0]",ssdd
Gao_ship_hh_0201611139304013020,256,256,"[21.0, 233.0, 21.0, 22.0]",ssdd
Gao_ship_hh_0201611139304013020,256,256,"[122.0, 15.0, 25.0, 35.0]",ssdd
Gao_ship_hh_0201611139304013021,256,256,"[0.0, 13.0, 18.0, 39.0]",ssdd
Gao_ship_hh_0201611139304013047,256,256,"[153.0, 217.0, 17.0, 28.0]",ssdd
Gao_ship_hh_0201611139304013050,256,256,"[213.0, 171.0, 16.0, 50.0]",ssdd
Gao_ship_hh_0201611139304013051,256,256,"[84.0, 171.0, 17.0, 48.0]",ssdd
Gao_ship_hh_0201611139304014019,256,256,"[149.0, 103.0, 24.0, 30.0]",ssdd
Gao_ship_hh_0201611139304014019,256,256,"[189.0, 23.0, 26.0, 30.0]",ssdd
Gao_ship_hh_0201611139304014020,256,256,"[22.0, 105.0, 22.0, 27.0]",ssdd
Gao_ship_hh_0201611139304014020,256,256,"[61.0, 23.0, 27.0, 28.0]",ssdd
Gao_ship_hh_0201611139304014047,256,256,"[154.0, 87.0, 14.0, 32.0]",ssdd
Gao_ship_hh_0201611139304014048,256,256,"[24.0, 86.0, 18.0, 32.0]",ssdd
Gao_ship_hh_0201611139304014050,256,256,"[212.0, 43.0, 16.0, 50.0]",ssdd
Gao_ship_hh_0201611139304014051,256,256,"[82.0, 42.0, 19.0, 51.0]",ssdd
Gao_ship_hh_0201611139304015037,256,256,"[163.0, 109.0, 11.0, 24.0]",ssdd
Gao_ship_hh_0201611139304015038,256,256,"[35.0, 111.0, 10.0, 22.0]",ssdd
Gao_ship_hh_0201611139304015038,256,256,"[238.0, 221.0, 8.0, 17.0]",ssdd
Gao_ship_hh_0201611139304015039,256,256,"[111.0, 219.0, 7.0, 20.0]",ssdd
Gao_ship_hh_0201611139304016029,256,256,"[8.0, 170.0, 15.0, 73.0]",ssdd
Gao_ship_hh_0201611139304016048,256,256,"[178.0, 198.0, 12.0, 30.0]",ssdd
Gao_ship_hh_0201611139304016049,256,256,"[50.0, 201.0, 13.0, 26.0]",ssdd
Gao_ship_hh_020161113930401701,256,256,"[138.0, 173.0, 16.0, 24.0]",ssdd
Gao_ship_hh_020161113930401702,256,256,"[10.0, 173.0, 16.0, 23.0]",ssdd
Gao_ship_hh_0201611139304017028,256,256,"[134.0, 45.0, 17.0, 66.0]",ssdd
Gao_ship_hh_02016111393040207,256,256,"[157.0, 70.0, 17.0, 39.0]",ssdd
Gao_ship_hh_02016111393040207,256,256,"[186.0, 184.0, 19.0, 40.0]",ssdd
Gao_ship_hh_02016111393040208,256,256,"[28.0, 69.0, 18.0, 40.0]",ssdd
Gao_ship_hh_02016111393040208,256,256,"[58.0, 182.0, 16.0, 43.0]",ssdd
Gao_ship_hh_020161113930408011,256,256,"[143.0, 129.0, 17.0, 21.0]",ssdd
Gao_ship_hh_020161113930408012,256,256,"[15.0, 129.0, 17.0, 22.0]",ssdd
Gao_ship_hh_020161113930408029,256,256,"[155.0, 137.0, 17.0, 38.0]",ssdd
Gao_ship_hh_020161113930408030,256,256,"[27.0, 132.0, 17.0, 43.0]",ssdd
Gao_ship_hh_02016111393040804,256,256,"[117.0, 141.0, 16.0, 26.0]",ssdd
Gao_ship_hh_020161113930409011,256,256,"[144.0, 2.0, 15.0, 20.0]",ssdd
Gao_ship_hh_020161113930409012,256,256,"[16.0, 2.0, 15.0, 20.0]",ssdd
Gao_ship_hh_020161113930409029,256,256,"[154.0, 7.0, 18.0, 40.0]",ssdd
Gao_ship_hh_020161113930409030,256,256,"[27.0, 6.0, 17.0, 43.0]",ssdd
Gao_ship_hh_02016111393040904,256,256,"[116.0, 14.0, 19.0, 26.0]",ssdd
Gao_ship_hh_02017010717010101,256,256,"[49.0, 51.0, 11.0, 22.0]",ssdd
Gao_ship_hh_02017010717010101,256,256,"[205.0, 234.0, 13.0, 21.0]",ssdd
Gao_ship_hh_02017010717010101,256,256,"[203.0, 7.0, 12.0, 28.0]",ssdd
Gao_ship_hh_020170107170101010,256,256,"[164.0, 186.0, 12.0, 42.0]",ssdd
Gao_ship_hh_020170107170101011,256,256,"[36.0, 185.0, 12.0, 41.0]",ssdd
Gao_ship_hh_020170107170101011,256,256,"[169.0, 166.0, 11.0, 22.0]",ssdd
Gao_ship_hh_020170107170101011,256,256,"[131.0, 239.0, 13.0, 16.0]",ssdd
Gao_ship_hh_020170107170101012,256,256,"[41.0, 165.0, 12.0, 24.0]",ssdd
Gao_ship_hh_020170107170101012,256,256,"[171.0, 162.0, 12.0, 35.0]",ssdd
Gao_ship_hh_020170107170101012,256,256,"[183.0, 188.0, 14.0, 35.0]",ssdd
Gao_ship_hh_020170107170101013,256,256,"[56.0, 185.0, 11.0, 38.0]",ssdd
Gao_ship_hh_020170107170101013,256,256,"[44.0, 160.0, 11.0, 38.0]",ssdd
Gao_ship_hh_02017010717010102,256,256,"[74.0, 8.0, 12.0, 27.0]",ssdd
Gao_ship_hh_02017010717010102,256,256,"[77.0, 234.0, 13.0, 20.0]",ssdd
Gao_ship_hh_02017010717010108,256,256,"[217.0, 153.0, 15.0, 33.0]",ssdd
Gao_ship_hh_02017010717010108,256,256,"[164.0, 101.0, 16.0, 25.0]",ssdd
Gao_ship_hh_02017010717010108,256,256,"[217.0, 70.0, 13.0, 24.0]",ssdd
Gao_ship_hh_02017010717010109,256,256,"[38.0, 101.0, 14.0, 24.0]",ssdd
Gao_ship_hh_02017010717010109,256,256,"[90.0, 71.0, 10.0, 22.0]",ssdd
Gao_ship_hh_02017010717010109,256,256,"[90.0, 156.0, 13.0, 34.0]",ssdd
Gao_ship_hh_02017010717010109,256,256,"[118.0, 187.0, 13.0, 42.0]",ssdd
Gao_ship_hh_02017010717010201,256,256,"[206.0, 104.0, 12.0, 25.0]",ssdd
Gao_ship_hh_02017010717010201,256,256,"[193.0, 172.0, 13.0, 25.0]",ssdd
Gao_ship_hh_020170107170102011,256,256,"[37.0, 57.0, 12.0, 43.0]",ssdd
Gao_ship_hh_020170107170102011,256,256,"[133.0, 111.0, 13.0, 44.0]",ssdd
Gao_ship_hh_020170107170102011,256,256,"[30.0, 195.0, 12.0, 35.0]",ssdd
Gao_ship_hh_020170107170102011,256,256,"[211.0, 205.0, 12.0, 38.0]",ssdd
Gao_ship_hh_020170107170102011,256,256,"[171.0, 40.0, 9.0, 19.0]",ssdd
Gao_ship_hh_020170107170102012,256,256,"[3.0, 112.0, 14.0, 43.0]",ssdd
Gao_ship_hh_020170107170102012,256,256,"[42.0, 37.0, 10.0, 22.0]",ssdd
Gao_ship_hh_020170107170102012,256,256,"[184.0, 58.0, 13.0, 38.0]",ssdd
Gao_ship_hh_020170107170102012,256,256,"[171.0, 32.0, 14.0, 39.0]",ssdd
Gao_ship_hh_020170107170102012,256,256,"[83.0, 206.0, 11.0, 37.0]",ssdd
Gao_ship_hh_020170107170102012,256,256,"[203.0, 189.0, 12.0, 30.0]",ssdd
Gao_ship_hh_020170107170102013,256,256,"[75.0, 189.0, 10.0, 30.0]",ssdd
Gao_ship_hh_020170107170102013,256,256,"[56.0, 61.0, 12.0, 34.0]",ssdd
Gao_ship_hh_020170107170102013,256,256,"[42.0, 31.0, 14.0, 40.0]",ssdd
Gao_ship_hh_020170107170102014,256,256,"[182.0, 88.0, 13.0, 16.0]",ssdd
Gao_ship_hh_02017010717010205,256,256,"[19.0, 193.0, 9.0, 26.0]",ssdd
Gao_ship_hh_02017010717010205,256,256,"[184.0, 68.0, 10.0, 19.0]",ssdd
Gao_ship_hh_02017010717010205,256,256,"[60.0, 114.0, 13.0, 17.0]",ssdd
Gao_ship_hh_02017010717010206,256,256,"[57.0, 67.0, 9.0, 21.0]",ssdd
Gao_ship_hh_02017010717010206,256,256,"[151.0, 36.0, 13.0, 17.0]",ssdd
Gao_ship_hh_02017010717010208,256,256,"[218.0, 28.0, 14.0, 34.0]",ssdd
Gao_ship_hh_02017010717010208,256,256,"[246.0, 58.0, 9.0, 41.0]",ssdd
Gao_ship_hh_02017010717010301,256,256,"[193.0, 43.0, 11.0, 27.0]",ssdd
Gao_ship_hh_020170107170103010,256,256,"[158.0, 67.0, 15.0, 34.0]",ssdd
Gao_ship_hh_020170107170103012,256,256,"[84.0, 81.0, 10.0, 32.0]",ssdd
Gao_ship_hh_020170107170103012,256,256,"[204.0, 61.0, 9.0, 30.0]",ssdd
Gao_ship_hh_020170107170103012,256,256,"[4.0, 0.0, 10.0, 28.0]",ssdd
Gao_ship_hh_020170107170103013,256,256,"[76.0, 61.0, 10.0, 31.0]",ssdd
Gao_ship_hh_020170107170103013,256,256,"[122.0, 217.0, 13.0, 25.0]",ssdd
Gao_ship_hh_02017010717010302,256,256,"[66.0, 44.0, 10.0, 28.0]",ssdd
Gao_ship_hh_02017010717010302,256,256,"[181.0, 54.0, 11.0, 19.0]",ssdd
Gao_ship_hh_02017010717010303,256,256,"[222.0, 50.0, 13.0, 30.0]",ssdd
Gao_ship_hh_02017010717010303,256,256,"[52.0, 53.0, 14.0, 20.0]",ssdd
Gao_ship_hh_02017010717010303,256,256,"[152.0, 173.0, 17.0, 17.0]",ssdd
Gao_ship_hh_02017010717010304,256,256,"[119.0, 4.0, 12.0, 28.0]",ssdd
Gao_ship_hh_02017010717010304,256,256,"[94.0, 50.0, 13.0, 32.0]",ssdd
Gao_ship_hh_02017010717010304,256,256,"[147.0, 67.0, 11.0, 24.0]",ssdd
Gao_ship_hh_02017010717010304,256,256,"[123.0, 112.0, 14.0, 29.0]",ssdd
Gao_ship_hh_02017010717010304,256,256,"[23.0, 172.0, 15.0, 19.0]",ssdd
Gao_ship_hh_02017010717010304,256,256,"[183.0, 176.0, 11.0, 24.0]",ssdd
Gao_ship_hh_02017010717010304,256,256,"[142.0, 184.0, 13.0, 21.0]",ssdd
Gao_ship_hh_02017010717010305,256,256,"[0.0, 111.0, 7.0, 32.0]",ssdd
Gao_ship_hh_02017010717010305,256,256,"[19.0, 64.0, 10.0, 30.0]",ssdd
Gao_ship_hh_02017010717010305,256,256,"[54.0, 176.0, 12.0, 24.0]",ssdd
Gao_ship_hh_02017010717010305,256,256,"[13.0, 185.0, 14.0, 20.0]",ssdd
Gao_ship_hh_02017010717010305,256,256,"[188.0, 162.0, 15.0, 16.0]",ssdd
Gao_ship_hh_02017010717010306,256,256,"[62.0, 163.0, 11.0, 16.0]",ssdd
Gao_ship_hh_02017010717010308,256,256,"[146.0, 132.0, 13.0, 33.0]",ssdd
Gao_ship_hh_02017010717010309,256,256,"[17.0, 134.0, 14.0, 31.0]",ssdd
Gao_ship_hh_02017010717010401,256,256,"[94.0, 152.0, 14.0, 20.0]",ssdd
Gao_ship_hh_020170107170104010,256,256,"[41.0, 190.0, 12.0, 18.0]",ssdd
Gao_ship_hh_020170107170104010,256,256,"[113.0, 129.0, 13.0, 19.0]",ssdd
Gao_ship_hh_020170107170104011,256,256,"[153.0, 151.0, 11.0, 25.0]",ssdd
Gao_ship_hh_020170107170104012,256,256,"[25.0, 150.0, 11.0, 27.0]",ssdd
Gao_ship_hh_020170107170104013,256,256,"[124.0, 87.0, 10.0, 27.0]",ssdd
Gao_ship_hh_02017010717010403,256,256,"[151.0, 43.0, 14.0, 23.0]",ssdd
Gao_ship_hh_02017010717010403,256,256,"[228.0, 116.0, 13.0, 24.0]",ssdd
Gao_ship_hh_02017010717010403,256,256,"[141.0, 138.0, 14.0, 23.0]",ssdd
Gao_ship_hh_02017010717010404,256,256,"[99.0, 115.0, 15.0, 16.0]",ssdd
Gao_ship_hh_02017010717010404,256,256,"[13.0, 139.0, 13.0, 15.0]",ssdd
Gao_ship_hh_02017010717010404,256,256,"[23.0, 43.0, 15.0, 17.0]",ssdd
Gao_ship_hh_02017010717010404,256,256,"[143.0, 56.0, 12.0, 22.0]",ssdd
